DistType,Story,PerturbationID,Distance,AtBoundary,DistWordIndex,OriginalWordIndex,DistSurprisal,OriginalSurprisal,DeltaSurprisal,RepresentationDistance
CD,Story2,CD_Story2_s3_k46,3,0,49,49,0.5100977420806885,1.1756237745285034,-0.6655260324478149,0.20148998498916626
CD,Story2,CD_Story2_s3_k46,4,0,50,50,15.601513862609863,12.78749942779541,2.814014434814453,0.12389254570007324
CD,Story2,CD_Story2_s3_k46,5,0,51,51,3.5297460556030273,2.77945613861084,0.7502899169921875,0.05050402879714966
CD,Story2,CD_Story2_s3_k46,6,0,52,52,6.190850734710693,7.270076274871826,-1.0792255401611328,0.0968579649925232
CD,Story2,CD_Story2_s3_k46,7,0,53,53,4.7283935546875,3.8630306720733643,0.8653628826141357,0.03146618604660034
CD,Story2,CD_Story2_s3_k46,8,0,54,54,1.5338835716247559,1.3584586381912231,0.17542493343353271,0.05141592025756836
CD,Story2,CD_Story2_s3_k46,9,0,55,55,0.9661011695861816,1.0145046710968018,-0.04840350151062012,0.08805018663406372
CD,Story2,CD_Story2_s3_k46,10,1,56,56,2.117058753967285,1.5971779823303223,0.5198807716369629,0.051703035831451416
CD,Story2,CD_Story2_s4_k63,0,0,63,63,8.152446746826172,3.2178807258605957,4.934566020965576,0.19056612253189087
CD,Story2,CD_Story2_s4_k63,1,0,64,64,0.2757072150707245,0.5230715274810791,-0.24736431241035461,0.15328896045684814
CD,Story2,CD_Story2_s4_k63,2,0,65,65,0.4024892747402191,0.40251854062080383,-2.9265880584716797e-05,0.23142439126968384
CD,Story2,CD_Story2_s4_k63,3,0,66,66,7.42608118057251,4.879175662994385,2.546905517578125,0.198239266872406
CD,Story2,CD_Story2_s4_k63,4,0,67,67,3.3723032474517822,1.059756875038147,2.3125463724136353,0.19153404235839844
CD,Story2,CD_Story2_s4_k63,5,0,68,68,5.144078254699707,2.615036725997925,2.5290415287017822,0.11195176839828491
CD,Story2,CD_Story2_s4_k63,6,0,69,69,1.7239423990249634,0.5679944753646851,1.1559479236602783,0.06474971771240234
CD,Story2,CD_Story2_s4_k63,7,0,70,70,1.1328761577606201,1.289169192314148,-0.15629303455352783,0.05251026153564453
CD,Story2,CD_Story2_s4_k63,8,0,71,71,0.35333019495010376,0.40576842427253723,-0.05243822932243347,0.026836395263671875
CD,Story2,CD_Story2_s4_k63,9,0,72,72,3.8935413360595703,3.90804123878479,-0.014499902725219727,0.02127009630203247
CD,Story2,CD_Story2_s4_k63,10,1,73,73,1.7207636833190918,1.2816359996795654,0.43912768363952637,0.06041443347930908
CD,Story3,CD_Story3_s3_k46,0,0,46,46,6.833588600158691,5.521088600158691,1.3125,0.16712015867233276
CD,Story3,CD_Story3_s3_k46,1,0,47,47,1.4624708890914917,0.33578798174858093,1.1266829073429108,0.036002516746520996
CD,Story3,CD_Story3_s3_k46,2,0,48,48,1.270572304725647,0.9377021789550781,0.33287012577056885,0.07613790035247803
CD,Story3,CD_Story3_s3_k46,3,0,49,49,2.3809165954589844,2.0721001625061035,0.30881643295288086,0.005376756191253662
CD,Story3,CD_Story3_s3_k46,4,0,50,50,9.325901985168457,9.03947925567627,0.2864227294921875,0.007256209850311279
CD,Story3,CD_Story3_s3_k46,5,0,51,51,6.208281517028809,6.212939739227295,-0.004658222198486328,0.005596637725830078
CD,Story3,CD_Story3_s3_k46,6,0,52,52,0.8143478631973267,0.7747755646705627,0.039572298526763916,0.0021231770515441895
CD,Story3,CD_Story3_s3_k46,7,0,53,53,3.538820743560791,3.438641309738159,0.10017943382263184,0.0015447735786437988
CD,Story3,CD_Story3_s3_k46,8,0,54,54,0.08775496482849121,0.08703643083572388,0.000718533992767334,0.0020635128021240234
CD,Story3,CD_Story3_s3_k46,9,0,55,55,1.5561772584915161,1.6206718683242798,-0.06449460983276367,0.0019380450248718262
CD,Story3,CD_Story3_s3_k46,10,0,56,56,11.031532287597656,11.483809471130371,-0.45227718353271484,0.008415281772613525
CD,Story3,CD_Story3_s4_k75,0,0,75,75,14.850353240966797,0.7052887082099915,14.145064532756805,0.01733875274658203
CD,Story3,CD_Story3_s4_k75,1,0,76,76,17.126575469970703,17.31708526611328,-0.19050979614257812,0.013269305229187012
CD,Story3,CD_Story3_s4_k75,2,0,77,77,3.1309876441955566,2.6706390380859375,0.46034860610961914,0.008143603801727295
CD,Story3,CD_Story3_s4_k75,3,0,78,78,6.423922538757324,6.2351765632629395,0.18874597549438477,0.008342444896697998
